AIRLINE,MONTH,DAY_OF_WEEK,TAXI_OUT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY
"Skywest Airlines Inc.",2,3,16,19,627,25
"Delta Air Lines Inc.",6,6,12,1,1953,-25
"United Air Lines Inc.",9,7,19,6,2565,-37
"JetBlue Airways",3,2,36,168,2446,170
"Southwest Airlines Co.",1,4,13,-1,588,-5
"Southwest Airlines Co.",10,4,17,8,562,4
"American Airlines Inc.",12,2,19,-8,328,-15
"Atlantic Southeast Airlines",12,4,10,-15,262,-20
"Southwest Airlines Co.",5,2,13,-3,220,-9
"American Eagle Airlines Inc.",11,5,18,-11,280,-14
"United Air Lines Inc.",5,1,24,113,1721,107
"American Airlines Inc.",8,4,21,51,644,72
"Southwest Airlines Co.",7,1,13,-8,1024,12
"United Air Lines Inc.",6,5,19,21,177,22
"United Air Lines Inc.",3,7,12,123,733,98
"Skywest Airlines Inc.",7,3,20,-1,199,-2
"Alaska Airlines Inc.",9,1,5,-5,123,-13
"Atlantic Southeast Airlines",9,2,12,-8,308,-15
"Southwest Airlines Co.",9,6,11,-6,317,-17
"American Airlines Inc.",5,4,11,1,1005,-5
"United Air Lines Inc.",6,3,18,0,1346,3
"Southwest Airlines Co.",9,7,12,-1,371,-1
"Delta Air Lines Inc.",12,6,29,40,581,50
"United Air Lines Inc.",3,6,54,-7,2475,5
"American Airlines Inc.",5,3,12,4,1660,-11
"Southwest Airlines Co.",6,2,17,1,725,20
"Southwest Airlines Co.",8,6,7,1,1024,-2
"Atlantic Southeast Airlines",11,5,30,-3,223,6
"American Eagle Airlines Inc.",2,5,32,-5,215,0
"United Air Lines Inc.",10,7,15,0,1558,-11
"Delta Air Lines Inc.",12,6,30,17,950,-5
"Southwest Airlines Co.",7,1,11,-3,491,-13
"Skywest Airlines Inc.",1,2,12,93,542,82
"Skywest Airlines Inc.",4,4,13,-1,926,-15
"Southwest Airlines Co.",10,2,8,-3,417,-1
"Spirit Air Lines",7,7,16,9,1749,11
"US Airways Inc.",3,1,17,36,546,32
"Southwest Airlines Co.",10,6,12,-3,646,-13
"Alaska Airlines Inc.",7,3,23,-2,1050,-14
"Delta Air Lines Inc.",3,5,9,5,363,3
"Skywest Airlines Inc.",4,5,22,0,541,6
"American Airlines Inc.",10,4,34,0,130,18
"Skywest Airlines Inc.",11,4,13,-3,360,-14
"Skywest Airlines Inc.",3,3,20,13,590,15
"Southwest Airlines Co.",2,3,11,3,472,7
"American Airlines Inc.",12,6,22,-2,1089,-39
"Spirit Air Lines",11,1,15,-8,895,-6
"United Air Lines Inc.",12,1,11,25,1014,2
"Atlantic Southeast Airlines",11,3,14,100,190,96
"Skywest Airlines Inc.",5,3,12,0,408,-10
"Atlantic Southeast Airlines",7,4,14,-1,468,-10
"Southwest Airlines Co.",5,5,10,4,1069,2
"Southwest Airlines Co.",6,4,8,-3,735,-12
"Delta Air Lines Inc.",7,1,15,-4,528,-1
"Atlantic Southeast Airlines",7,5,9,-7,343,-8
"United Air Lines Inc.",7,4,20,73,414,72
"American Airlines Inc.",8,5,30,0,861,-14
"Skywest Airlines Inc.",5,6,16,-12,533,35
"Southwest Airlines Co.",1,4,9,-6,986,-23
"Delta Air Lines Inc.",6,6,28,82,761,81
"American Airlines Inc.",12,2,15,-8,338,-7
"Delta Air Lines Inc.",4,1,18,11,240,12
"United Air Lines Inc.",10,1,13,2,606,-13
"Delta Air Lines Inc.",3,2,12,0,134,-9
"American Airlines Inc.",7,4,21,9,1440,-5
"Alaska Airlines Inc.",5,7,8,13,2457,-7
"Delta Air Lines Inc.",1,4,17,11,760,-14
"Delta Air Lines Inc.",2,4,26,-5,237,-18
"American Airlines Inc.",4,3,18,-8,675,-3
"Southwest Airlines Co.",7,3,9,10,1751,22
"American Eagle Airlines Inc.",7,5,11,-10,522,-17
"Atlantic Southeast Airlines",9,3,12,0,637,2
"Delta Air Lines Inc.",5,7,14,-6,991,-11
"Southwest Airlines Co.",8,1,8,-3,417,-2
"Alaska Airlines Inc.",6,2,16,19,2402,0
"Skywest Airlines Inc.",3,1,15,45,252,47
"JetBlue Airways",12,6,10,19,994,-5
"United Air Lines Inc.",5,3,39,1,1346,21
"US Airways Inc.",2,7,19,-1,184,-15
"Delta Air Lines Inc.",3,5,13,12,859,-16
"US Airways Inc.",6,7,14,-5,1558,-3
"American Airlines Inc.",4,3,11,-8,2218,-39
"Delta Air Lines Inc.",3,2,72,-1,223,58
"Atlantic Southeast Airlines",1,2,13,-15,1014,-43
"United Air Lines Inc.",8,3,13,-6,723,-10
"Southwest Airlines Co.",12,4,23,-1,228,2
"United Air Lines Inc.",1,2,23,3,1635,-7
"Skywest Airlines Inc.",7,4,15,-10,809,-17
"United Air Lines Inc.",8,6,18,-4,1452,-16
"Skywest Airlines Inc.",9,4,14,-6,458,-15
"JetBlue Airways",5,4,20,-1,427,-33
"American Eagle Airlines Inc.",1,4,14,-8,925,-10
"Delta Air Lines Inc.",3,4,16,-4,405,-4
"Spirit Air Lines",4,2,9,96,2106,98
"American Eagle Airlines Inc.",5,6,18,140,158,133
"US Airways Inc.",6,4,15,3,602,-2
"Skywest Airlines Inc.",12,3,10,11,252,0
"JetBlue Airways",8,3,8,-2,395,-9
"American Airlines Inc.",10,4,12,-1,631,-15
"Spirit Air Lines",10,7,12,349,986,328
"JetBlue Airways",1,1,30,117,1097,109
"Skywest Airlines Inc.",10,6,14,-4,1211,-6
"Atlantic Southeast Airlines",3,6,23,3,383,7
"Southwest Airlines Co.",1,1,10,10,814,-5
"Alaska Airlines Inc.",12,1,19,-8,933,1
"United Air Lines Inc.",6,3,11,4,589,2
"American Airlines Inc.",5,6,23,-1,236,8
"Delta Air Lines Inc.",12,4,11,4,813,1
"Southwest Airlines Co.",9,6,11,5,347,-2
"Spirit Air Lines",4,2,11,-5,197,-12
"American Airlines Inc.",1,1,9,-8,550,-23
"United Air Lines Inc.",6,5,12,4,224,-9
"Southwest Airlines Co.",12,3,8,1,251,3
"United Air Lines Inc.",9,4,15,-5,1723,-6
"Virgin America",11,3,16,-6,2419,-18
"Southwest Airlines Co.",2,7,10,-9,616,-18
"Southwest Airlines Co.",12,7,8,19,682,3
"Southwest Airlines Co.",11,5,10,-2,837,-1
"American Eagle Airlines Inc.",7,3,32,26,272,24
"Virgin America",1,2,10,1,2475,-10
"United Air Lines Inc.",10,5,15,-2,679,-7
"Skywest Airlines Inc.",1,1,15,14,243,5
"Delta Air Lines Inc.",7,1,10,-3,981,-18
"Southwest Airlines Co.",10,1,8,125,1371,113
"Southwest Airlines Co.",5,3,12,28,787,20
"Skywest Airlines Inc.",5,5,24,3,188,12
"Delta Air Lines Inc.",1,6,15,5,689,-12
"Delta Air Lines Inc.",9,3,14,-4,1535,-33
"American Airlines Inc.",8,2,19,-6,964,-10
"American Airlines Inc.",2,3,13,12,1107,20
"United Air Lines Inc.",3,3,13,10,2306,-9
"Hawaiian Airlines Inc.",5,2,7,3,100,5
"Southwest Airlines Co.",10,1,31,0,762,3
"American Airlines Inc.",7,1,12,-4,867,-12
"US Airways Inc.",5,5,9,-4,601,-13
"Southwest Airlines Co.",6,2,10,-5,781,-13
"Atlantic Southeast Airlines",6,6,19,-9,779,-4
"Southwest Airlines Co.",12,7,12,-5,248,-7
"Spirit Air Lines",3,5,11,7,1107,3
"Delta Air Lines Inc.",6,7,21,8,545,0
"Delta Air Lines Inc.",7,3,10,-4,516,-16
"United Air Lines Inc.",11,6,13,16,2007,15
"Southwest Airlines Co.",6,2,8,2,479,-2
"American Eagle Airlines Inc.",2,5,18,16,409,8
"United Air Lines Inc.",10,3,12,6,967,-13
"Atlantic Southeast Airlines",9,2,18,-1,383,0
"Southwest Airlines Co.",12,5,10,-4,966,-16
"Southwest Airlines Co.",11,4,13,-3,402,-4
"Delta Air Lines Inc.",7,6,16,-4,1089,-13
"Hawaiian Airlines Inc.",4,3,14,-12,2556,25
"Alaska Airlines Inc.",6,5,18,-5,2335,-25
"Delta Air Lines Inc.",5,7,29,-1,2475,-38
"Southwest Airlines Co.",7,1,10,177,986,169
"Southwest Airlines Co.",7,2,10,-4,404,-11
"Southwest Airlines Co.",3,5,13,-2,407,-7
"United Air Lines Inc.",5,1,18,3,1085,-7
"Southwest Airlines Co.",9,5,14,6,957,-5
"Southwest Airlines Co.",4,3,13,0,649,-9
"Atlantic Southeast Airlines",7,2,14,31,227,19
"United Air Lines Inc.",4,2,11,-4,2065,-48
"US Airways Inc.",6,5,10,1,861,-9
"Southwest Airlines Co.",3,6,24,3,270,11
"American Airlines Inc.",11,2,18,-7,1149,-33
"Delta Air Lines Inc.",8,1,14,-3,626,-6
"American Airlines Inc.",8,2,17,87,1205,74
"American Eagle Airlines Inc.",6,4,20,144,296,137
"Southwest Airlines Co.",3,5,17,165,1999,163
"Hawaiian Airlines Inc.",2,6,8,-2,216,6
"Southwest Airlines Co.",4,2,8,-2,528,-5
"Skywest Airlines Inc.",9,7,15,-4,158,-9
"Atlantic Southeast Airlines",8,3,23,-3,708,-10
"JetBlue Airways",1,2,14,0,200,-12
"Skywest Airlines Inc.",5,1,24,14,86,12
"Delta Air Lines Inc.",9,3,28,46,2475,38
"JetBlue Airways",11,1,9,-15,1617,-30
"Atlantic Southeast Airlines",7,5,10,-10,408,-2
"Southwest Airlines Co.",7,3,14,5,1046,-7
"Spirit Air Lines",6,7,23,-5,563,-8
"American Eagle Airlines Inc.",4,1,15,-2,213,-20
"Atlantic Southeast Airlines",5,4,15,-7,300,-2
"Spirit Air Lines",10,5,13,-6,1235,-5
"Frontier Airlines Inc.",2,7,13,37,1737,29
"Southwest Airlines Co.",11,5,11,-5,453,-19
"Atlantic Southeast Airlines",3,2,12,9,569,-1
"American Airlines Inc.",6,3,27,-4,1096,24
"Delta Air Lines Inc.",5,6,18,9,444,0
"American Eagle Airlines Inc.",3,6,12,-1,409,-16
"Southwest Airlines Co.",9,2,7,18,957,-1
"US Airways Inc.",5,6,19,5,678,-9
"Southwest Airlines Co.",11,3,16,-1,668,2
"American Airlines Inc.",8,5,18,7,1303,-18
"Hawaiian Airlines Inc.",6,5,5,20,201,16
"Southwest Airlines Co.",2,2,6,165,616,150
"United Air Lines Inc.",9,6,18,11,1620,-5
"Atlantic Southeast Airlines",3,7,13,-8,708,-41
"Spirit Air Lines",2,2,17,-3,983,-6
"Delta Air Lines Inc.",8,7,28,-3,187,-2
"United Air Lines Inc.",5,3,10,18,1065,-20
"Southwest Airlines Co.",4,2,9,-2,1444,-33
"Skywest Airlines Inc.",7,3,20,1,1499,1
"Skywest Airlines Inc.",5,5,17,-8,326,-18
"Alaska Airlines Inc.",3,6,18,-4,2417,2
"United Air Lines Inc.",4,6,9,43,2367,22
"JetBlue Airways",2,4,26,67,1693,52
"Southwest Airlines Co.",5,4,20,1,946,-6
"Southwest Airlines Co.",9,2,10,7,239,8
"United Air Lines Inc.",8,1,61,80,1008,102
"Delta Air Lines Inc.",4,7,24,-9,1298,-7
"American Airlines Inc.",6,3,20,-3,1744,8
"Delta Air Lines Inc.",7,4,15,-7,581,-20
"Skywest Airlines Inc.",9,2,21,0,840,-6
"US Airways Inc.",3,4,19,0,1671,-20
"Delta Air Lines Inc.",4,5,15,-2,594,-17
"Southwest Airlines Co.",1,1,9,0,935,-8
"Skywest Airlines Inc.",10,4,13,-5,192,-17
"Delta Air Lines Inc.",1,6,19,286,1947,282
"American Airlines Inc.",3,2,14,-7,569,-19
"Southwest Airlines Co.",10,7,8,89,946,63
"Southwest Airlines Co.",3,6,7,-4,304,-8
"US Airways Inc.",1,5,17,-6,255,-7
"American Eagle Airlines Inc.",2,5,39,0,438,11
"Alaska Airlines Inc.",3,3,11,-4,2182,-24
"Delta Air Lines Inc.",4,1,25,-4,1979,-13
"Southwest Airlines Co.",3,4,10,18,937,21
"Southwest Airlines Co.",6,3,14,2,345,11
"American Eagle Airlines Inc.",9,6,13,-3,364,-9
"American Airlines Inc.",7,7,12,-5,926,-14
"JetBlue Airways",5,1,58,-1,1598,-2
"Delta Air Lines Inc.",7,1,18,-1,1749,0
"Atlantic Southeast Airlines",10,3,20,-3,651,2
"Atlantic Southeast Airlines",12,5,17,-4,643,-8
"American Airlines Inc.",11,6,14,-5,861,-12
"Skywest Airlines Inc.",1,1,23,177,368,173
"Delta Air Lines Inc.",7,7,16,-5,457,-15
"Delta Air Lines Inc.",1,1,18,128,515,119
"American Airlines Inc.",6,6,13,-6,606,-6
"Alaska Airlines Inc.",9,7,15,-7,867,-7
"Atlantic Southeast Airlines",2,1,9,-12,253,-23
"Delta Air Lines Inc.",11,2,12,-7,1123,-27
"Southwest Airlines Co.",3,2,7,7,507,0
"American Eagle Airlines Inc.",6,5,12,-7,685,-19
"American Airlines Inc.",1,4,10,-2,1440,-39
"United Air Lines Inc.",1,1,16,-7,622,-16
"Delta Air Lines Inc.",2,3,20,37,1535,31
"United Air Lines Inc.",6,1,36,1,888,12
"JetBlue Airways",12,1,12,68,1249,59
"Southwest Airlines Co.",1,4,15,1,998,3
"US Airways Inc.",2,5,45,-7,184,5
"Spirit Air Lines",6,5,13,0,913,-1
"Delta Air Lines Inc.",4,5,18,44,184,41
"Southwest Airlines Co.",5,2,16,223,349,211
"Delta Air Lines Inc.",2,3,19,-6,405,0
"Southwest Airlines Co.",11,5,11,-3,551,-7
"Delta Air Lines Inc.",5,7,20,-1,356,6
"Delta Air Lines Inc.",6,1,9,1,620,-3
"American Airlines Inc.",7,4,40,8,184,12
"Southwest Airlines Co.",9,2,8,-1,491,-6
"American Eagle Airlines Inc.",5,5,25,-4,738,-11
"Alaska Airlines Inc.",7,4,14,-5,867,-14
"Southwest Airlines Co.",8,1,9,-4,373,-11
"Atlantic Southeast Airlines",11,1,18,-2,282,-9
"United Air Lines Inc.",8,5,15,-4,2306,-17
"Spirit Air Lines",1,3,13,-4,1235,-1
"Delta Air Lines Inc.",12,3,24,-4,1312,-1
"American Airlines Inc.",9,1,30,-2,861,3
"United Air Lines Inc.",8,6,28,5,447,6
"Hawaiian Airlines Inc.",9,3,7,2,201,5
"Skywest Airlines Inc.",6,1,15,77,250,69
"Delta Air Lines Inc.",12,3,16,0,907,-5
"American Airlines Inc.",1,3,18,-7,1055,-25
"American Airlines Inc.",12,5,11,-7,594,21
"United Air Lines Inc.",2,4,19,39,1846,30
"American Airlines Inc.",11,1,32,-1,735,1
"Southwest Airlines Co.",8,4,14,-3,436,-5
"Atlantic Southeast Airlines",6,2,16,-5,1174,-21
"Frontier Airlines Inc.",5,3,14,44,967,40
"United Air Lines Inc.",7,4,23,8,925,27
"Southwest Airlines Co.",9,5,17,2,621,3
"Southwest Airlines Co.",2,4,13,1,722,-15
"US Airways Inc.",4,5,19,1,337,2
"US Airways Inc.",6,6,18,-4,529,-12
"Delta Air Lines Inc.",11,1,26,-2,749,-14
"JetBlue Airways",8,1,13,22,1226,24
"Southwest Airlines Co.",5,1,19,97,1947,90
"American Eagle Airlines Inc.",10,1,8,-4,157,-17
"Southwest Airlines Co.",11,5,17,33,715,30
"Spirit Air Lines",5,2,8,-13,1062,-13
"Southwest Airlines Co.",11,4,13,0,1072,-1
"Southwest Airlines Co.",1,3,17,-2,641,-6
"Skywest Airlines Inc.",8,1,20,-6,335,-7
"Southwest Airlines Co.",8,7,10,-1,946,-15
"Southwest Airlines Co.",7,3,17,2,1099,1
"Southwest Airlines Co.",3,5,10,-1,281,-16
"American Airlines Inc.",10,2,10,6,325,-6
"Southwest Airlines Co.",8,1,12,2,1009,-21
"Delta Air Lines Inc.",10,6,16,-4,270,-15
"American Eagle Airlines Inc.",6,1,9,-12,177,-29
"American Airlines Inc.",10,4,16,-4,175,-8
"Southwest Airlines Co.",3,1,10,43,611,38
"Southwest Airlines Co.",4,5,10,-3,717,-14
"Atlantic Southeast Airlines",8,5,9,2,170,-5
"Delta Air Lines Inc.",4,3,13,-9,726,-11
"Skywest Airlines Inc.",1,2,15,-5,373,-11
"Atlantic Southeast Airlines",8,7,17,-9,351,-14
"American Airlines Inc.",8,6,120,16,1916,100
"Delta Air Lines Inc.",4,1,13,1,406,-9
"Delta Air Lines Inc.",5,6,14,-6,223,-4
"American Airlines Inc.",3,6,25,-2,1440,6
"Virgin America",11,4,14,11,1476,6
"Delta Air Lines Inc.",3,2,18,28,347,23
"JetBlue Airways",5,3,13,99,301,79
"Delta Air Lines Inc.",11,2,14,-8,223,-21
"Delta Air Lines Inc.",9,2,13,21,1020,11
"Delta Air Lines Inc.",5,7,16,5,387,4
"Skywest Airlines Inc.",7,3,14,53,337,42
"Delta Air Lines Inc.",3,3,13,7,554,2
"American Airlines Inc.",7,7,11,11,1999,12
"United Air Lines Inc.",10,5,18,8,967,-13
"Southwest Airlines Co.",12,1,6,39,909,23
"Delta Air Lines Inc.",8,5,17,-1,689,-22
"Southwest Airlines Co.",2,1,13,-4,1139,-16
"United Air Lines Inc.",12,2,14,18,1874,4
"American Eagle Airlines Inc.",5,3,34,-8,479,-8
"JetBlue Airways",8,4,9,-4,1011,-10
"Delta Air Lines Inc.",4,1,10,25,481,7
"Frontier Airlines Inc.",7,3,13,545,606,536
"US Airways Inc.",3,2,13,-7,590,-22
"American Airlines Inc.",7,5,14,-10,247,-12
"Atlantic Southeast Airlines",10,7,19,-2,302,9
"United Air Lines Inc.",3,1,21,-5,2475,-34
"United Air Lines Inc.",1,1,17,-4,2475,-21
"Southwest Airlines Co.",6,4,10,11,337,11
"JetBlue Airways",5,7,9,2,1249,-6
"Southwest Airlines Co.",3,5,8,-2,189,-13
"Southwest Airlines Co.",1,1,15,0,895,-8
"Southwest Airlines Co.",12,4,7,3,859,-14
"Spirit Air Lines",7,1,12,5,985,4
"Atlantic Southeast Airlines",3,3,8,-6,139,-20
"Southwest Airlines Co.",5,7,9,15,761,4
"Southwest Airlines Co.",7,2,9,24,220,16
"United Air Lines Inc.",4,5,9,1,1609,-18
"American Airlines Inc.",7,2,21,71,1107,66
"Atlantic Southeast Airlines",1,7,13,46,622,36
"United Air Lines Inc.",10,6,10,-7,649,-21
"American Airlines Inc.",7,7,25,-6,507,-8
"Atlantic Southeast Airlines",2,3,14,-9,771,13
"US Airways Inc.",4,5,19,0,1587,-2
"Skywest Airlines Inc.",10,6,16,-1,1250,-13
"American Airlines Inc.",1,3,10,-1,2342,-13
"Atlantic Southeast Airlines",1,5,8,-7,296,-27
"Southwest Airlines Co.",8,7,12,12,837,27
"Delta Air Lines Inc.",9,2,18,-5,1399,-11
"Delta Air Lines Inc.",10,7,11,0,332,-14
"Southwest Airlines Co.",7,6,13,-4,602,-7
"Southwest Airlines Co.",8,5,9,67,248,62
"Delta Air Lines Inc.",9,6,20,-5,1299,-2
"Skywest Airlines Inc.",12,1,9,22,599,-9
"American Airlines Inc.",12,4,15,0,632,-1
"American Airlines Inc.",3,2,10,-6,1345,-14
"Atlantic Southeast Airlines",1,5,21,0,332,3
"Southwest Airlines Co.",7,6,9,-4,1444,-22
"US Airways Inc.",6,5,20,-1,920,-15
"United Air Lines Inc.",4,3,22,-1,1846,-15
"JetBlue Airways",12,7,31,-7,944,24
"Atlantic Southeast Airlines",5,2,20,-3,654,-3
"Alaska Airlines Inc.",4,2,14,-5,1721,-15
"US Airways Inc.",1,6,14,36,1773,-1
"American Eagle Airlines Inc.",1,4,16,0,304,1
"United Air Lines Inc.",7,4,18,10,1744,-2
"Virgin America",8,4,12,90,447,76
"Atlantic Southeast Airlines",7,3,32,117,708,114
"Atlantic Southeast Airlines",10,7,19,-3,878,0
"Skywest Airlines Inc.",12,5,10,-8,455,-4
"Alaska Airlines Inc.",10,5,13,1,954,-15
"Delta Air Lines Inc.",8,2,14,0,591,-19
"Southwest Airlines Co.",11,1,12,6,226,5
"Southwest Airlines Co.",4,3,12,42,895,29
"Southwest Airlines Co.",2,3,52,14,1121,35
"Southwest Airlines Co.",4,4,14,-1,258,-5
"American Airlines Inc.",9,4,35,7,2486,-3
"JetBlue Airways",1,1,15,0,1118,-9
"Spirit Air Lines",8,5,14,0,177,3
"Skywest Airlines Inc.",10,3,8,-7,290,-6
"Southwest Airlines Co.",4,4,11,-4,358,-9
"US Airways Inc.",5,4,12,4,808,-6
"United Air Lines Inc.",6,5,31,35,733,28
"Skywest Airlines Inc.",11,2,20,-1,760,5
"Southwest Airlines Co.",1,3,12,-5,308,-11
"Delta Air Lines Inc.",9,2,13,-2,1050,-2
"Delta Air Lines Inc.",7,5,22,-6,235,4
"Delta Air Lines Inc.",11,3,32,0,1620,-14
"Delta Air Lines Inc.",2,5,28,12,980,12
"American Airlines Inc.",1,6,11,51,1085,34
"American Eagle Airlines Inc.",10,5,21,24,948,1
"Southwest Airlines Co.",5,5,15,-5,533,-14
"Southwest Airlines Co.",3,7,13,-1,239,-7
"American Airlines Inc.",5,4,31,14,1303,11
"United Air Lines Inc.",12,2,11,34,2449,-10
"Delta Air Lines Inc.",10,4,19,-1,991,-3
"Southwest Airlines Co.",11,2,8,3,362,2
"Delta Air Lines Inc.",8,7,19,-2,1254,-3
"Southwest Airlines Co.",6,4,9,4,419,5
"Southwest Airlines Co.",2,6,10,-1,342,0
"Atlantic Southeast Airlines",3,4,10,-8,253,-16
"Spirit Air Lines",3,4,14,47,1379,40
"Hawaiian Airlines Inc.",1,7,14,-3,100,3
"Skywest Airlines Inc.",12,1,18,49,616,38
"Southwest Airlines Co.",5,7,7,31,933,14
"Delta Air Lines Inc.",8,4,28,-3,1599,19
"Delta Air Lines Inc.",11,3,54,-9,250,21
"Delta Air Lines Inc.",5,1,24,-3,1587,-7
"Atlantic Southeast Airlines",1,7,14,16,246,0
"JetBlue Airways",2,4,16,-2,1074,0
"American Airlines Inc.",12,2,15,-2,190,-7
"American Eagle Airlines Inc.",3,5,14,0,835,-23
"Southwest Airlines Co.",12,6,8,-9,419,-16
"American Airlines Inc.",12,3,22,13,1262,-7
"Atlantic Southeast Airlines",9,5,21,17,209,23
"Southwest Airlines Co.",6,6,11,82,777,69
"Delta Air Lines Inc.",3,1,13,24,373,10
"Southwest Airlines Co.",3,7,9,-6,1142,-35
"American Eagle Airlines Inc.",12,4,21,37,354,31
"Delta Air Lines Inc.",2,4,40,70,1096,61
"United Air Lines Inc.",2,5,18,6,1605,-2
"Delta Air Lines Inc.",11,7,13,6,453,-5
"Atlantic Southeast Airlines",5,4,15,-5,310,-3
"Atlantic Southeast Airlines",8,2,21,5,383,10
"Atlantic Southeast Airlines",7,4,13,-6,563,-17
"Delta Air Lines Inc.",6,1,16,-3,834,40
"American Airlines Inc.",2,6,74,-5,1172,63
"Delta Air Lines Inc.",12,5,19,95,1199,75
"United Air Lines Inc.",10,7,14,0,447,-13
"Southwest Airlines Co.",10,6,7,14,591,-6
"Delta Air Lines Inc.",6,6,11,0,1013,0
"Southwest Airlines Co.",10,5,8,4,391,-11
"Southwest Airlines Co.",12,3,12,9,236,10
"Atlantic Southeast Airlines",4,3,22,-7,562,6
"American Airlines Inc.",10,5,16,-8,2176,-20
"Skywest Airlines Inc.",6,1,18,-4,695,2
"Southwest Airlines Co.",5,4,13,-2,1046,-15
"Delta Air Lines Inc.",10,5,12,-5,1749,-17
"Atlantic Southeast Airlines",5,6,20,0,667,-2
"Southwest Airlines Co.",1,6,9,-3,451,-8
"Atlantic Southeast Airlines",5,1,14,-1,537,-7
"Southwest Airlines Co.",1,1,18,-3,651,-28
"Atlantic Southeast Airlines",10,1,4,-2,238,-15
"American Eagle Airlines Inc.",5,1,25,4,597,13
"Atlantic Southeast Airlines",11,7,20,-4,438,-8
"Atlantic Southeast Airlines",4,5,10,-8,192,-15
"United Air Lines Inc.",4,5,17,-2,2475,8
"Southwest Airlines Co.",9,7,8,-4,448,-14
"United Air Lines Inc.",6,1,21,9,1325,-10
"Delta Air Lines Inc.",7,4,14,17,907,-1
"Southwest Airlines Co.",3,4,10,25,236,15
"Southwest Airlines Co.",3,2,14,1,842,-10
"Atlantic Southeast Airlines",8,7,12,-4,143,-10
"American Airlines Inc.",9,4,15,-4,2342,-27
"Skywest Airlines Inc.",2,7,29,0,411,1
"Southwest Airlines Co.",1,3,6,-6,888,-24
"Southwest Airlines Co.",11,7,9,-1,1436,-8
"Alaska Airlines Inc.",11,4,6,-18,123,-22
"Skywest Airlines Inc.",5,1,10,-3,1174,-14
"Skywest Airlines Inc.",7,2,35,-8,308,2
"Atlantic Southeast Airlines",10,1,11,159,475,150
"Delta Air Lines Inc.",2,2,22,-7,507,-11
"Southwest Airlines Co.",7,3,11,-6,1845,-23
"Southwest Airlines Co.",1,1,20,-1,333,5
"Southwest Airlines Co.",9,2,10,-1,849,-8
"United Air Lines Inc.",5,7,28,-2,678,9
"American Eagle Airlines Inc.",10,1,11,-4,315,-4
"Skywest Airlines Inc.",8,7,17,-5,508,-1
"Southwest Airlines Co.",9,3,13,60,337,83
"Southwest Airlines Co.",11,2,11,-1,977,4
"United Air Lines Inc.",5,6,11,2,1250,-12
"Spirit Air Lines",4,4,18,-5,888,-6
"United Air Lines Inc.",10,5,27,-9,447,-9
"American Eagle Airlines Inc.",10,7,9,20,585,-10
"Southwest Airlines Co.",11,1,8,21,479,20
"Delta Air Lines Inc.",5,1,17,24,936,20
"Delta Air Lines Inc.",5,5,22,-7,1020,-18
"Delta Air Lines Inc.",8,1,13,-6,237,-14
"American Airlines Inc.",12,1,18,-3,930,-11
"Spirit Air Lines",10,7,17,7,763,9
"American Eagle Airlines Inc.",7,1,10,7,462,-9
"Skywest Airlines Inc.",7,3,24,0,224,-6
"Atlantic Southeast Airlines",1,7,16,-6,98,-15
"Southwest Airlines Co.",7,6,15,1,920,-22
"Atlantic Southeast Airlines",5,4,13,-1,383,5
"Delta Air Lines Inc.",9,6,10,-2,591,-6
"Skywest Airlines Inc.",11,2,10,-4,1250,-14
"US Airways Inc.",4,3,32,22,430,41
"American Airlines Inc.",6,4,29,-2,2486,-15
"Spirit Air Lines",8,5,11,-3,1139,-13
"Skywest Airlines Inc.",1,2,41,-4,74,9
"Frontier Airlines Inc.",1,6,14,-12,882,-10
"Southwest Airlines Co.",9,2,7,-3,220,-20
"Atlantic Southeast Airlines",12,1,12,-8,646,-17
"United Air Lines Inc.",6,6,15,-2,867,-17
"Delta Air Lines Inc.",3,2,19,-4,590,-2
"Delta Air Lines Inc.",12,3,11,29,590,11
"US Airways Inc.",4,2,14,-2,993,1
"Skywest Airlines Inc.",7,7,13,-10,383,-14
"Southwest Airlines Co.",11,5,18,-5,351,-7
"American Airlines Inc.",7,5,16,-6,602,1
"Virgin America",11,3,17,1,2586,-24
"United Air Lines Inc.",12,3,16,6,678,-4
"Southwest Airlines Co.",9,6,8,-7,1011,-21
"Atlantic Southeast Airlines",2,7,8,-8,201,-16
"Southwest Airlines Co.",9,5,7,1,735,-10
"American Airlines Inc.",2,3,17,42,1303,36
"Spirit Air Lines",1,3,8,10,957,-12
"United Air Lines Inc.",7,5,15,-1,1325,-14
"Delta Air Lines Inc.",9,5,10,79,270,74
"American Airlines Inc.",6,5,23,10,675,11
"Southwest Airlines Co.",9,2,9,-3,547,-24
"Southwest Airlines Co.",6,7,11,6,533,8
"American Airlines Inc.",7,3,11,1,541,-28
"Hawaiian Airlines Inc.",1,7,16,-8,102,1
"United Air Lines Inc.",7,4,18,1,1222,-4
"JetBlue Airways",1,4,11,12,1035,11
"US Airways Inc.",5,3,22,-2,1773,-10
"Atlantic Southeast Airlines",9,2,12,-9,645,-9
"Alaska Airlines Inc.",3,7,20,-9,2603,-11
"American Airlines Inc.",1,1,13,19,247,26
"Southwest Airlines Co.",9,3,7,4,436,-3
"Delta Air Lines Inc.",10,7,21,-2,1747,-1
"Delta Air Lines Inc.",6,4,10,1,1076,-15
"Delta Air Lines Inc.",9,2,20,0,337,-14
